"Site","IdGenotype","TreeId","Plot","BlockNumber","LineNumber","TreeNumber","PhytomerNumber","ObservationDate","MAP","WholeLeafFreshWeight","RachisLength","RachisFreshWeight","RachisWC","RachisDryWeight","PetioleLength","PetioleFreshWeight","PetioleWC","PetioleDryWeight","NumberOfLeaflets","LeafletsFreshWeight","LeafletsWC","LeafletsDryWeight","AverageLeafletSampleLengthBase","AverageLeafletSampleLengthMidd","AverageLeafletSampleLengthTop","AverageLeafletSampleWidthBase","AverageLeafletSampleWidthMidd","AverageLeafletSampleWidthTop","LW_ratio_base","LW_ratio_midd","LW_ratio_top","AverageleafletAreaBase","AverageleafletAreaMidd","AverageleafletAreaTop","AverageSLABase","AverageSLAMidd","AverageSLATop","LeafArea","LAI"
"TOWE","GE14","TOWE_POGP37_2_GE14_14_29","POGP37",2,14,29,129,2019-08-12,86,3.68,447,1.9,0.721044849679645,0.530014785608674,NA,NA,NA,NA,302,3.68,0.537848605577689,1.7007171314741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOWE","GE14","TOWE_POGP37_2_GE14_14_29","POGP37",2,14,29,151,2020-08-12,98,3.5,451,1.78,0.565070802427512,0.774173971679029,61.8,1.18,0.669156086631815,0.390395817774459,322,3.5,0.528912875867386,1.64880493446415,72.1,88.1,72.4,2.9,4.9,4.1,24.8620689655172,17.9795918367347,17.6585365853659,146.363,302.183,207.788,47.9093289689034,98.9142389525368,68.0157119476268,7.0446516,3.22363257216
"TOWE","GE14","TOWE_POGP37_2_GE14_14_29","POGP37",2,14,29,174,2022-09-26,123,5.56,473,2.18,0.69892741332003,0.656338238962335,60,1.26,0.70133070478068,0.376323311976343,307,5.56,0.53927526446095,2.56162952959712,64.8,91.25,78.9,2.6,4.65,4.4,24.9230769230769,19.6236559139785,17.9318181818182,117.936,297.01875,243.012,34.5684416218857,87.0597215437225,71.2297020029311,6.733193075,3.08110915112
"TOWE","GE14","TOWE_POGP37_2_GE14_14_29","POGP37",2,14,29,175,2021-10-14,112,5.48,459,2.24,0.687730513892304,0.699483648881239,64.2,1.34,0.666500994035785,0.446888667992048,317,5.48,0.533468047486739,2.55659509977267,56.8,94.9,78.5,2.4,4.1,4.4,23.6666666666667,23.1463414634146,17.8409090909091,95.424,272.363,241.78,30.9985923118571,88.4774228478614,78.5425013535463,6.4410913,2.94744337888
"TOWE","GE14","TOWE_POGP37_2_GE14_14_29","POGP37",2,14,29,213,2023-09-06,135,4.82,462,1.98,0.683769116921559,0.626137148495313,53.6,0.94,0.697651421508035,0.284207663782447,313,4.82,0.53741838272225,2.22964339527875,59.75,89.35,73,2.45,4.3,4.5,24.3877551020408,20.7790697674419,16.2222222222222,102.47125,268.9435,229.95,33.3782573289902,87.6037459283387,74.9022801302931,6.27423889166667,2.87109171682667
"TOWE","GE12","TOWE_POGP37_1_GE12_14_3","POGP37",1,14,3,31,2016-06-08,48,1.04,251,0.46,0.701012563285205,0.137534220888806,10.1,0.08,0.706873086083702,0.0234501531133038,226,1.04,0.577187379016647,0.439725125822687,49.85,61.15,58.95,1.65,3.35,3.2,30.2121212121212,18.2537313432836,18.421875,57.57675,143.39675,132.048,39.5399450612338,98.4755064667506,90.6819274350464,2.50876196666667,1.14800947594667
"TOWE","GE12","TOWE_POGP37_1_GE12_14_3","POGP37",1,14,3,65,2017-07-03,61,2.24,328,1.02,0.673001359199308,0.333538613616706,34.8,0.44,0.707378822141382,0.128753318257792,267,2.24,0.564450190432929,0.975631573430239,53.5,74.75,53.75,1.9,3.95,2.95,28.1578947368421,18.9240506329114,18.2203389830508,71.155,206.68375,110.99375,34.2503008423586,99.4867629362214,53.4265944645006,3.46060925,1.5835747928
"TOWE","GE12","TOWE_POGP37_1_GE12_14_3","POGP37",1,14,3,92,2018-07-19,73,2.58,386,1.32,0.701509387654927,0.394007608295496,50.6,0.66,0.662315209220747,0.222871961914307,285,2.58,0.563380281690141,1.12647887323944,52.9,81.4,74.3,2,3.8,4.1,26.45,21.4210526315789,18.1219512195122,74.06,216.524,213.241,33.3353338334584,97.4601650412603,95.9824456114028,4.7863375,2.19022804
"TOWE","GE12","TOWE_POGP37_1_GE12_14_3","POGP37",1,14,3,118,2019-08-08,86,3.68,455,1.96,0.67459324155194,0.637797246558198,NA,NA,NA,NA,302,3.68,0.57554146856841,1.56200739566825,47.8,84.5,81,2.1,3.9,4.5,22.7619047619048,21.6666666666667,18,70.266,230.685,255.15,26.2349719975109,86.1300560049782,95.2644679527069,5.5980834,2.56168296384
"TOWE","GE12","TOWE_POGP37_1_GE12_14_3","POGP37",1,14,3,139,2020-08-11,98,4,430,2.06,0.66915237385036,0.681546109868258,57.5,1.14,0.665242523247047,0.381623523498366,336,4,0.557555780933063,1.76977687626775,64.5,85.4,69.3,2.7,4.4,4.5,23.8888888888889,19.4090909090909,15.4,121.905,263.032,218.295,41.9157593123209,90.4408022922636,75.058452722063,6.7561984,3.09163638784
"TOWE","GE12","TOWE_POGP37_1_GE12_14_3","POGP37",1,14,3,159,2021-10-12,112,6.08,512,2.46,0.671801242236025,0.807368944099379,69.2,1.46,0.667488899851998,0.485466206216083,319,6.08,0.539333333333333,2.80085333333333,62.3,95,76.6,2.6,4.6,4.5,23.9615384615385,20.6521739130435,17.0222222222222,113.386,305.9,241.29,32.8179450072359,88.5383502170767,69.8379160636758,7.0241248,3.21423950848
"TOWE","GE12","TOWE_POGP37_1_GE12_14_3","POGP37",1,14,3,182,2022-09-23,123,6.4,503,3.08,0.704856787048568,0.909041095890411,69,1.48,0.717840258770838,0.417596417019159,323,6.4,0.54721615720524,2.89781659388646,64.3,82.85,67.7,3.1,4.5,4.8,20.741935483871,18.4111111111111,14.1041666666667,139.531,260.9775,227.472,50.4632911392405,94.3860759493671,82.2683544303797,6.76125671666667,3.09395107354667
"TOWE","GE12","TOWE_POGP37_1_GE12_14_3","POGP37",1,14,3,202,2023-09-05,135,6.08,450,2.68,0.732160555004955,0.71780971258672,52.6,1.1,0.748138957816377,0.277047146401985,306,6.08,0.58393351800554,2.52968421052632,65.85,92.1,81.15,3.4,5.6,5.35,19.3676470588235,16.4464285714286,15.1682242990654,156.723,361.032,303.90675,41.7371504660453,96.1470039946738,80.9338881491345,8.38094985,3.83512265136
"TOWE","GE14","TOWE_POGP37_2_GE14_14_30","POGP37",2,14,30,38,2016-06-09,48,1.3,291,0.62,0.687932391565516,0.19348191722938,21,0.2,0.724461766889384,0.0551076466221232,258,1.3,0.561901586243033,0.569527937884057,44,68.55,58.45,2,3.3,1.85,22,20.7727272727273,31.5945945945946,61.6,158.3505,75.69275,40.1870175057084,103.305751875612,49.3809394367729,2.54253195,1.16346262032
"TOWE","GE14","TOWE_POGP37_2_GE14_14_30","POGP37",2,14,30,78,2017-07-04,61,2.16,390,1.16,0.68662993752767,0.363509272467903,42,0.44,0.736503919817406,0.115938275280341,258,2.16,0.566941412341279,0.935406549342838,59.05,85.15,58.45,2.1,3.7,3.4,28.1190476190476,23.0135135135135,17.1911764705882,86.8035,220.5385,139.111,44.6520061728395,113.445730452675,71.5591563786008,3.8394958,1.75695327808
"TOWE","GE14","TOWE_POGP37_2_GE14_14_30","POGP37",2,14,30,109,2018-07-20,73,2.82,444,1.54,0.687024591979913,0.481982128350934,53.3,0.7,0.693313739897135,0.214680382072006,292,2.82,0.421898881212936,1.63024515497952,59.5,93.4,71.8,2.3,3.9,3.4,25.8695652173913,23.948717948718,21.1176470588235,95.795,254.982,170.884,30.3918147208122,80.8953045685279,54.2144670050761,5.0775004,2.32346418304
"TOWE","GE14","TOWE_POGP37_2_GE14_14_30","POGP37",2,14,30,129,2019-08-12,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOWE","GE14","TOWE_POGP37_2_GE14_14_30","POGP37",2,14,30,137,2019-08-12,86,3.74,490,2.08,0.709188660801564,0.604887585532747,NA,NA,NA,NA,309,3.74,0.511829051132027,1.82575934876622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOWE","GE14","TOWE_POGP37_2_GE14_14_30","POGP37",2,14,30,162,2020-08-12,98,3.88,490,2.12,0.654026101945334,0.733464663875893,61.5,1.18,0.703531142717018,0.349833251593919,325,3.88,0.558421851289833,1.71332321699545,77.6,93.5,76.8,2.7,4.1,3.9,28.7407407407407,22.8048780487805,19.6923076923077,146.664,268.345,209.664,50.4,92.2147766323024,72.0494845360825,6.76729083333333,3.09671228533333
"TOWE","GE14","TOWE_POGP37_2_GE14_14_30","POGP37",2,14,30,187,2021-10-14,112,5.38,551,2.42,0.677816035415642,0.779685194294147,67.2,1.16,0.682951146560319,0.36777666999003,330,5.38,0.556445556946183,2.38632290362954,69.9,97.2,78.1,2.4,4.4,3.5,29.125,22.0909090909091,22.3142857142857,117.432,299.376,191.345,39.7625282167043,101.368848758465,64.7895033860045,6.689683,3.0611989408
"TOWE","GE14","TOWE_POGP37_2_GE14_14_30","POGP37",2,14,30,208,2022-09-26,123,5.62,528,2.56,0.689646590343454,0.794504728720757,55.5,1.04,0.704235818677236,0.307594748575675,325,5.62,0.551854179761156,2.5185795097423,83.5,100,87.35,2.6,4.8,4.05,32.1153846153846,20.8333333333333,21.5679012345679,151.97,336,247.63725,42.6283309957924,94.249649368864,69.4634642356241,7.96907854166667,3.64665034066667
"TOWE","GE14","TOWE_POGP37_2_GE14_14_30","POGP37",2,14,30,228,2023-09-06,135,5.5,526,2.52,0.731581532416503,0.676414538310413,58.6,1.08,0.692984600342215,0.331576631630408,333,5.5,0.529136438099696,2.58974959045167,70.75,101.75,78.1,2.15,3.65,4.45,32.906976744186,27.8767123287671,17.5505617977528,106.47875,259.97125,243.2815,31.753106361829,77.526217693837,72.5491550695825,6.76801965,3.09704579184
"TOWE","GE12","TOWE_POGP37_1_GE12_14_4","POGP37",1,14,4,32,2016-06-08,48,1.28,250,0.62,0.710698388334613,0.17936699923254,15,0.16,0.741586863198343,0.0413461018882651,241,1.28,0.567599660729432,0.553472434266327,46.15,63,58.95,1.5,3.7,3.1,30.7666666666667,17.027027027027,19.0161290322581,48.4575,163.17,127.9215,28.5155943507258,96.0200078462142,75.2774617497058,2.7277103,1.24820023328
"TOWE","GE12","TOWE_POGP37_1_GE12_14_4","POGP37",1,14,4,67,2017-07-03,61,2.42,347,1.16,0.668053367467507,0.385058093737692,27,0.36,0.722981305184235,0.0997267301336753,281,2.42,0.563213877784123,1.05702241576242,54.35,76.3,57.5,1.85,3.4,3,29.3783783783784,22.4411764705882,19.1666666666667,70.38325,181.594,120.75,34.5100514832067,89.0384898259377,59.2056876685462,3.49121190833333,1.59757856925333
"TOWE","GE12","TOWE_POGP37_1_GE12_14_4","POGP37",1,14,4,96,2018-07-19,73,3.2,390,1.66,0.686127328329163,0.521028634973589,46,0.7,0.696376995186217,0.212536103369648,300,3.2,0.555181217592715,1.42342010370331,61.3,82.5,80.1,2.4,4.2,4.2,25.5416666666667,19.6428571428571,19.0714285714286,102.984,242.55,235.494,36.5623668639053,86.112426035503,83.6073372781065,5.81028,2.658784128
"TOWE","GE12","TOWE_POGP37_1_GE12_14_4","POGP37",1,14,4,125,2019-08-05,86,4.14,450,2.4,0.715167984189723,0.683596837944664,NA,NA,NA,NA,324,4.14,0.574420896993593,1.76189748644653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOWE","GE12","TOWE_POGP37_1_GE12_14_4","POGP37",1,14,4,147,2020-08-11,98,6.24,444,2.46,0.716703458425313,0.696909492273731,65.6,1.48,0.684640940454894,0.466731408126757,346,6.24,0.549192680301399,2.81303767491927,69.8,89.5,79.3,2.8,4.7,4.4,24.9285714285714,19.0425531914894,18.0227272727273,136.808,294.455,244.244,39.2,84.3710601719198,69.9839541547278,7.7908474,3.56509177024
"TOWE","GE12","TOWE_POGP37_1_GE12_14_4","POGP37",1,14,4,172,2021-10-12,112,6.8,495,2.94,0.654320987654321,1.0162962962963,65.4,1.48,0.635352286773795,0.539678615574784,326,6.8,0.540662035145076,3.12349816101349,72.5,96.8,77.6,2.8,5,4.3,25.8928571428571,19.36,18.046511627907,142.1,338.8,233.576,37.9270462633452,90.4270462633452,62.3423487544484,7.76397253333333,3.55279383125333
"TOWE","GE12","TOWE_POGP37_1_GE12_14_4","POGP37",1,14,4,189,2022-09-23,123,7.98,497,3.62,0.696587537091988,1.098353115727,60.5,1.82,0.731853330007483,0.488026939386381,334,7.98,0.527373385277835,3.77156038548288,57.45,97.25,87.3,1.9,5.1,5.2,30.2368421052632,19.0686274509804,16.7884615384615,76.4085,347.1825,317.772,19.8894143167028,90.372885032538,82.7172234273319,8.2538414,3.77695782464
"TOWE","GE12","TOWE_POGP37_1_GE12_14_4","POGP37",1,14,4,202,2023-09-05,135,5.72,510,2.72,0.729630535845363,0.735404942500612,48.5,1.16,0.747415066469719,0.292998522895126,347,5.72,0.592252803261978,2.33231396534149,75.85,91.5,79,3.35,6.25,5.15,22.6417910447761,14.64,15.3398058252427,177.86825,400.3125,284.795,44.4670625,100.078125,71.19875,9.98175284166667,4.56765010034667
"TOWE","GE12","TOWE_POGP37_1_GE12_14_5","POGP37",1,14,5,27,2016-06-08,48,1.34,270,0.6,0.681683804627249,0.19098971722365,12.5,0.12,0.675871687587169,0.0388953974895397,253,1.34,0.563672983612561,0.584678201959169,46.1,66.55,62.75,1.5,3.15,3.15,30.7333333333333,21.1269841269841,19.9206349206349,48.405,146.74275,138.36375,30.468946705833,92.3684955937893,87.0942614351657,2.81261365,1.28705200624
"TOWE","GE12","TOWE_POGP37_1_GE12_14_5","POGP37",1,14,5,61,2017-07-03,61,2.18,346,1.02,0.677928149606299,0.328513287401575,23.7,0.3,0.699080674499779,0.0902757976500664,275,2.18,0.545371393726895,0.991090361675369,55.95,79.5,56.35,2,2.65,2.95,27.975,30,19.1016949152542,78.33,147.4725,116.36275,39.398105457289,74.175119456786,58.5276636767541,3.13651479166667,1.43526916866667
"TOWE","GE12","TOWE_POGP37_1_GE12_14_5","POGP37",1,14,5,88,2018-07-19,73,2.9,418,1.5,0.678579456057541,0.482130815913688,45.6,0.52,0.702625298329356,0.154634844868735,303,2.9,0.555217712177122,1.28986863468635,56.5,84.4,74.6,2.4,4.5,3.7,23.5416666666667,18.7555555555556,20.1621621621622,94.92,265.86,193.214,37.7991637353156,105.87110904626,76.9419260635827,5.5953394,2.56042730944
"TOWE","GE12","TOWE_POGP37_1_GE12_14_5","POGP37",1,14,5,112,2019-08-08,86,3.98,460,2.14,0.691306483300589,0.660604125736739,NA,NA,NA,NA,321,3.98,0.561474375157788,1.745331986872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOWE","GE12","TOWE_POGP37_1_GE12_14_5","POGP37",1,14,5,137,2020-08-11,98,4.44,446,2.34,0.698381559588033,0.705787150564002,46,1.02,0.671496377716713,0.335073694728953,324,4.44,0.566247379454927,1.92586163522013,77.3,86.1,77.2,3.5,4.7,4.3,22.0857142857143,18.3191489361702,17.953488372093,189.385,283.269,232.372,54.9207346544224,82.1466408893185,67.3867568873852,7.6142808,3.48429489408
"TOWE","GE12","TOWE_POGP37_1_GE12_14_5","POGP37",1,14,5,161,2021-10-12,112,5.92,522,2.78,0.673489519112207,0.907699136868064,56,1.1,0.638266436838217,0.397906919477961,333,5.92,0.563063063063063,2.58666666666667,68.3,92.5,75.5,3,4.9,4.3,22.7666666666667,18.8775510204082,17.5581395348837,143.43,317.275,227.255,46.6945198046663,103.290830168204,73.9842647856755,7.636356,3.4943965056
"TOWE","GE12","TOWE_POGP37_1_GE12_14_5","POGP37",1,14,5,177,2022-09-23,123,7.44,514,3.58,0.656452416542103,1.22990034877927,56.5,1.72,0.74981604120677,0.430316409124356,298,7.44,0.535261489698891,3.45765451664025,70.85,96.2,84.3,2.4,4.8,4.65,29.5208333333333,20.0416666666667,18.1290322580645,119.028,323.232,274.3965,30.4419437340153,82.6680306905371,70.1781329923274,7.1187879,3.25755734304
"TOWE","GE12","TOWE_POGP37_1_GE12_14_5","POGP37",1,14,5,196,2023-09-05,135,6.17,527,2.72,0.721562809099901,0.757349159248269,39,1.02,0.748003992015968,0.257035928143713,338,6.17,0.600817438692098,2.46295640326975,74,97.25,76.75,3.5,5.3,5.25,21.1428571428571,18.3490566037736,14.6190476190476,181.3,360.7975,282.05625,46.4078498293515,92.3543088737201,72.1986988054608,9.28546558333333,4.24902905093333
"TOWE","GE13","TOWE_POGP37_1_GE13_14_8","POGP37",1,14,8,28,2016-06-08,48,1.64,330,0.78,0.657472757877329,0.267171248855683,19,0.2,0.666889449220767,0.0666221101558465,258,1.64,0.54968533290576,0.738516054034553,56.85,68.9,61.1,1.55,3.2,2.9,36.6774193548387,21.53125,21.0689655172414,61.68225,154.336,124.033,32.9440537653552,82.4297667794196,66.2451486558661,2.92444075,1.3382240872
"TOWE","GE13","TOWE_POGP37_1_GE13_14_8","POGP37",1,14,8,62,2017-07-03,61,2.86,385,1.38,0.673858738244514,0.45007494122257,40.4,0.6,0.71995959297312,0.168024244216128,280,2.86,0.551254391912716,1.28341243912963,60.05,78,64.75,2,3.45,3.5,30.025,22.6086956521739,18.5,84.07,188.37,158.6375,34.6442307692308,77.625,65.3725961538461,4.02339,1.841103264
"TOWE","GE13","TOWE_POGP37_1_GE13_14_8","POGP37",1,14,8,86,2018-07-19,73,3.12,446,1.62,0.63796268730773,0.586500446561477,36.5,0.48,0.678271089057195,0.154429877252546,289,3.12,0.543539109839747,1.42415797729999,61.6,89.8,72.7,2.4,3.5,3.6,25.6666666666667,25.6571428571429,20.1944444444444,103.488,220.01,183.204,41.8415094339623,88.9528301886792,74.0716981132076,4.88122926666667,2.23365051242667
"TOWE","GE13","TOWE_POGP37_1_GE13_14_8","POGP37",1,14,8,106,2019-08-08,86,3.98,495,2.2,0.642100073946266,0.787379837318215,NA,NA,NA,NA,313,3.98,0.531490831783152,1.86466648950306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOWE","GE13","TOWE_POGP37_1_GE13_14_8","POGP37",1,14,8,123,2020-08-11,98,3.56,459,1.84,0.707909744606992,0.537446069923134,54.1,0.86,0.655288337212309,0.296452029997414,330,3.56,0.527592641962143,1.68177019461477,67.8,85.1,72.9,2.6,4,3.9,26.0769230769231,21.275,18.6923076923077,123.396,238.28,199.017,41.7819413092551,80.6817155756208,67.3872460496614,6.167623,2.8223042848
"TOWE","GE13","TOWE_POGP37_1_GE13_14_8","POGP37",1,14,8,142,2021-10-12,112,3.6,477,1.46,0.640344403444035,0.52509717097171,53,0.74,0.606839740389416,0.290938592111832,307,3.6,0.525608994378513,1.70780762023735,63.9,78.8,64.7,2.4,4.1,4.1,26.625,19.219512195122,15.7804878048781,107.352,226.156,185.689,42.4036866359447,89.3308755760369,73.3465437788018,5.31311596666667,2.43128186634667
"TOWE","GE13","TOWE_POGP37_1_GE13_14_8","POGP37",1,14,8,153,2022-09-23,123,4.38,457,1.8,0.660400692555033,0.61127875340094,53.5,1.24,0.700846192135391,0.370950721752115,307,4.38,0.486790160947464,2.24785909505011,60.65,83.8,70.65,2.05,3.7,4.85,29.5853658536585,22.6486486486486,14.5670103092784,87.03275,217.042,239.85675,30.8992011834319,77.0563313609468,85.1562426035503,5.56623235,2.54710792336
"TOWE","GE13","TOWE_POGP37_1_GE13_14_8","POGP37",1,14,8,173,2023-09-05,135,2.88,400,1.84,0.687484448867878,0.575028614083105,35.5,0.4,0.699778161202859,0.120088735518856,297,2.88,0.559898315856371,1.26749285033365,52.55,73.8,66,2.6,4.2,4.52,20.2115384615385,17.5714285714286,14.6017699115044,95.641,216.972,208.824,41.4329241877256,93.9950902527076,90.4652707581227,5.1622263,2.36223475488
"TOWE","GE13","TOWE_POGP37_1_GE13_14_9","POGP37",1,14,9,27,2016-06-08,48,1.68,291,0.66,0.69182273887505,0.203396992342467,27,0.24,0.701721824048428,0.0715867622283772,249,1.68,0.547088158925112,0.760891893005811,53.6,71.5,60.2,1.3,3.3,2.4,41.2307692307692,21.6666666666667,25.0833333333333,48.776,165.165,101.136,26.6317226317226,90.1801801801802,55.2203112203112,2.6151391,1.19668765216
"TOWE","GE13","TOWE_POGP37_1_GE13_14_9","POGP37",1,14,9,58,2017-07-03,61,2.76,351,1.24,0.65568736224275,0.42694767081899,34.6,0.56,0.713743561940905,0.160303605313093,269,2.76,0.55139170561091,1.23815889251389,60.75,81.65,63.25,1.8,3.95,3.25,33.75,20.6708860759494,19.4615384615385,76.545,225.76225,143.89375,30.0904147284282,88.7488370569351,56.5657144729083,4.00093563333333,1.83082814581333
"TOWE","GE13","TOWE_POGP37_1_GE13_14_9","POGP37",1,14,9,85,2018-07-19,73,3.16,403,3.16,0.631964620882935,1.16299179800992,NA,NA,NA,NA,284,3.16,0.551548422683933,1.41710698431877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOWE","GE13","TOWE_POGP37_1_GE13_14_9","POGP37",1,14,9,107,2019-08-09,86,4.1,463,2.22,0.681582200247219,0.706887515451175,NA,NA,NA,NA,300,4.1,0.53822083147072,1.89329459097005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOWE","GE13","TOWE_POGP37_1_GE13_14_9","POGP37",1,14,9,126,2020-08-11,98,4.14,468,2.2,0.682238321259056,0.699075693230078,58.9,1.14,0.678802992518703,0.366164588528678,323,4.14,0.53982898289829,1.90510801080108,72.8,93.6,79.5,2.7,4.7,4.9,26.962962962963,19.9148936170213,16.2244897959184,137.592,307.944,272.685,40.3692909535452,90.3503178484108,80.0053789731051,7.7328461,3.53855037536
"TOWE","GE13","TOWE_POGP37_1_GE13_14_9","POGP37",1,14,9,147,2021-10-13,112,4.96,469,2.18,0.643227239082161,0.777764618800888,52.3,0.9,0.602847324496809,0.357437407952872,320,4.96,0.535221323179438,2.30530223702999,63.6,89.9,81.4,2.5,4.4,4.5,25.44,20.4318181818182,18.0888888888889,111.3,276.892,256.41,34.1935483870968,85.0666666666667,78.7741935483871,6.87575466666667,3.14634533546667
"TOWE","GE13","TOWE_POGP37_1_GE13_14_9","POGP37",1,14,9,164,2022-09-23,123,5.08,474,2.56,0.664544564152791,0.858765915768854,39.5,0.56,0.67032967032967,0.184615384615385,327,5.08,0.533086724208796,2.37191944101932,70.8,91.85,79,2.2,4,4.25,32.1818181818182,22.9625,18.5882352941176,109.032,257.18,235.025,28.793661971831,67.9172535211268,62.0664612676056,6.5534833,2.99887395808
"TOWE","GE13","TOWE_POGP37_1_GE13_14_9","POGP37",1,14,9,181,2023-09-05,135,5.12,470,2.58,0.707073231692077,0.755751062234441,46.6,0.82,0.732649071358749,0.219227761485826,323,5.12,0.564498099709367,2.22976972948804,69.25,89.6,77.3,2.7,4.85,5,25.6481481481481,18.4742268041237,15.46,130.8825,304.192,270.55,40.3128850102669,93.6936344969199,83.3316221765914,7.59722378333333,3.47648960325333
"TOWE","GE02","TOWE_POGP37_2_GE02_15_20","POGP37",2,15,20,33,2016-06-09,48,1.18,291,0.54,0.680522963459604,0.172517599731814,21,0.16,0.707704354635229,0.0467673032583634,250,1.18,0.547628844769057,0.533797963172513,49.2,60.45,59,1.6,3.45,2.45,30.75,17.5217391304348,24.0816326530612,55.104,145.98675,101.185,37.5922683342808,99.5930073905628,69.0289937464468,2.51896458333333,1.15267819333333
"TOWE","GE02","TOWE_POGP37_2_GE02_15_20","POGP37",2,15,20,66,2017-07-04,61,1.72,336,0.84,0.690988609127523,0.25956956833288,30.5,0.3,0.731050262011957,0.080684921396413,261,1.72,0.55840063029348,0.759550915895214,47.5,67.5,64.35,1.6,3.45,3.1,29.6875,19.5652173913043,20.758064516129,53.2,163.0125,139.6395,28.4745762711864,87.250223015165,74.7401427297056,3.0959124,1.41668951424
"TOWE","GE02","TOWE_POGP37_2_GE02_15_20","POGP37",2,15,20,95,2018-07-20,73,1.9,373,1,0.65274110066547,0.34725889933453,40.6,0.4,0.678948711405971,0.128420515437612,263,1.9,0.54813651764317,0.858540616477977,47.2,71.9,66.3,2.1,3.8,3.7,22.4761904761905,18.9210526315789,17.9189189189189,69.384,191.254,171.717,38.067300658376,104.930870519386,94.2119604974396,3.79031216666667,1.73444684746667
"TOWE","GE02","TOWE_POGP37_2_GE02_15_20","POGP37",2,15,20,122,2019-08-09,86,2.24,412,1.2,0.69452736318408,0.366567164179104,NA,NA,NA,NA,273,2.24,0.540435458786936,1.02942457231726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOWE","GE02","TOWE_POGP37_2_GE02_15_20","POGP37",2,15,20,144,2020-08-12,98,2.66,405,1.38,0.668768920282543,0.457098890010091,55.5,0.82,0.686052366565962,0.257437059415911,303,2.66,0.527704485488127,1.25630606860158,46.3,71.5,71,2.5,4.4,4.7,18.52,16.25,15.1063829787234,81.025,220.22,233.59,33.9490223463687,92.2709497206704,97.8729050279329,5.4018335,2.4718790096
"TOWE","GE02","TOWE_POGP37_2_GE02_15_20","POGP37",2,15,20,170,2021-10-13,112,3.96,453,1.64,0.659079663532904,0.559109351806037,62,0.82,0.635247913598429,0.299096710849288,289,3.96,0.532554671968191,1.85108349900596,55,87.3,72.3,2.5,4.3,4.1,22,20.3023255813953,17.6341463414634,96.25,262.773,207.501,30.7017543859649,83.8191387559809,66.1885167464115,5.45751453333333,2.49735865045333
"TOWE","GE02","TOWE_POGP37_2_GE02_15_20","POGP37",2,15,20,193,2022-09-26,123,3.86,439,1.72,0.676807980049875,0.555890274314214,50,0.66,0.697474871291983,0.199666584947291,306,3.86,0.585500394011032,1.59996847911742,59.5,78.9,82.2,2.65,3.55,4.05,22.4528301886792,22.2253521126761,20.2962962962963,110.3725,196.0665,233.037,41.9667300380228,74.55,88.6072243346008,5.5026552,2.51801501952
"TOWE","GE02","TOWE_POGP37_2_GE02_15_20","POGP37",2,15,20,213,2023-09-06,135,3.64,437,1.72,0.724673403993098,0.473561745131871,52.5,0.8,0.737757892120308,0.209793686303753,294,3.64,0.52577888061759,1.72616487455197,54.45,80.5,80.15,2.8,5.45,5.05,19.4464285714286,14.7706422018349,15.8712871287129,106.722,307.1075,283.33025,37.2286046511628,107.130523255814,98.8361337209302,6.83216555,3.12639895568
"TOWE","GE16","TOWE_POGP37_1_GE16_19_10","POGP37",1,19,10,29,2016-06-14,48,1.32,317,0.56,0.633393313760773,0.205299744293967,29,0.22,0.687602792862684,0.0687273855702095,224,1.32,0.53720952112146,0.610883432119673,45.1,73.7,54.7,1.55,3.35,2.5,29.0967741935484,22,21.88,48.9335,172.8265,95.725,29.8435657653995,105.403435657654,58.3807684488717,2.37055466666667,1.08476581546667
"TOWE","GE16","TOWE_POGP37_1_GE16_19_10","POGP37",1,19,10,57,2017-07-05,61,2.12,400,1.02,0.654853883838261,0.352049038484974,41.5,0.48,0.734354886622438,0.12750965442123,247,2.12,0.540994877788855,0.973090859087628,52.9,80.95,54.15,2,4.1,3,26.45,19.7439024390244,18.05,74.06,232.3265,113.715,33.2804074295986,104.400763930497,51.100209706411,3.45883568333333,1.58276320869333
